-4.99023	1.48816e-08	1.48816e-08
-4.98047	1.56248e-08	3.05064e-08
-4.9707	1.64035e-08	4.691e-08
-4.96094	1.72194e-08	6.41294e-08
-4.95117	1.80741e-08	8.22035e-08
-4.94141	1.89695e-08	1.01173e-07
-4.93164	1.99073e-08	1.2108e-07
-4.92188	2.08895e-08	1.4197e-07
-4.91211	2.19181e-08	1.63888e-07
-4.90234	2.29951e-08	1.86883e-07
-4.89258	2.41227e-08	2.11006e-07
-4.88281	2.53032e-08	2.36309e-07
-4.87305	2.65389e-08	2.62848e-07
-4.86328	2.78324e-08	2.9068e-07
-4.85352	2.91861e-08	3.19866e-07
-4.84375	3.06027e-08	3.50469e-07
-4.83398	3.2085e-08	3.82554e-07
-4.82422	3.3636e-08	4.1619e-07
-4.81445	3.52585e-08	4.51448e-07
-4.80469	3.69557e-08	4.88404e-07
-4.79492	3.8731e-08	5.27135e-07
-4.78516	4.05877e-08	5.67723e-07
-4.77539	4.25293e-08	6.10252e-07
-4.76562	4.45596e-08	6.54812e-07
-4.75586	4.66823e-08	7.01494e-07
-4.74609	4.89015e-08	7.50396e-07
-4.73633	5.12213e-08	8.01617e-07
-4.72656	5.36461e-08	8.55263e-07
-4.7168	5.61802e-08	9.11443e-07
-4.70703	5.88285e-08	9.70272e-07
-4.69727	6.15957e-08	1.03187e-06
-4.6875	6.4487e-08	1.09635e-06
-4.67773	6.75075e-08	1.16386e-06
-4.66797	7.06627e-08	1.23452e-06
-4.6582	7.39584e-08	1.30848e-06
-4.64844	7.74004e-08	1.38588e-06
-4.63867	8.09949e-08	1.46688e-06
-4.62891	8.47482e-08	1.55163e-06
-4.61914	8.8667e-08	1.64029e-06
-4.60938	9.27581e-08	1.73305e-06
-4.59961	9.70287e-08	1.83008e-06
-4.58984	1.01486e-07	1.93157e-06
-4.58008	1.06139e-07	2.03771e-06
-4.57031	1.10994e-07	2.1487e-06
-4.56055	1.16059e-07	2.26476e-06
-4.55078	1.21345e-07	2.3861e-06
-4.54102	1.26859e-07	2.51296e-06
-4.53125	1.32611e-07	2.64557e-06
-4.52148	1.38611e-07	2.78419e-06
-4.51172	1.44869e-07	2.92905e-06
-4.50195	1.51394e-07	3.08045e-06
-4.49219	1.58198e-07	3.23865e-06
-4.48242	1.65293e-07	3.40394e-06
-4.47266	1.72689e-07	3.57663e-06
-4.46289	1.80398e-07	3.75703e-06
-4.45312	1.88434e-07	3.94546e-06
-4.44336	1.96809e-07	4.14227e-06
-4.43359	2.05537e-07	4.34781e-06
-4.42383	2.14631e-07	4.56244e-06
-4.41406	2.24107e-07	4.78654e-06
-4.4043	2.33978e-07	5.02052e-06
-4.39453	2.44261e-07	5.26478e-06
-4.38477	2.54971e-07	5.51975e-06
-4.375	2.66126e-07	5.78588e-06
-4.36523	2.77742e-07	6.06362e-06
-4.35547	2.89838e-07	6.35346e-06
-4.3457	3.02432e-07	6.65589e-06
-4.33594	3.15542e-07	6.97144e-06
-4.32617	3.2919e-07	7.30063e-06
-4.31641	3.43395e-07	7.64402e-06
-4.30664	3.58179e-07	8.0022e-06
-4.29688	3.73564e-07	8.37576e-06
-4.28711	3.89572e-07	8.76534e-06
-4.27734	4.06228e-07	9.17156e-06
-4.26758	4.23556e-07	9.59512e-06
-4.25781	4.4158e-07	1.00367e-05
-4.24805	4.60328e-07	1.0497e-05
-4.23828	4.79826e-07	1.09769e-05
-4.22852	5.00102e-07	1.1477e-05
-4.21875	5.21185e-07	1.19981e-05
-4.20898	5.43105e-07	1.25412e-05
-4.19922	5.65893e-07	1.31071e-05
-4.18945	5.89581e-07	1.36967e-05
-4.17969	6.14201e-07	1.43109e-05
-4.16992	6.3979e-07	1.49507e-05
-4.16016	6.6638e-07	1.56171e-05
-4.15039	6.9401e-07	1.63111e-05
-4.14062	7.22716e-07	1.70338e-05
-4.13086	7.52538e-07	1.77864e-05
-4.12109	7.83515e-07	1.85699e-05
-4.11133	8.1569e-07	1.93856e-05
-4.10156	8.49105e-07	2.02347e-05
-4.0918	8.83805e-07	2.11185e-05
-4.08203	9.19835e-07	2.20383e-05
-4.07227	9.57243e-07	2.29955e-05
-4.0625	9.96077e-07	2.39916e-05
-4.05273	1.03639e-06	2.5028e-05
-4.04297	1.07823e-06	2.61062e-05
-4.0332	1.12165e-06	2.72279e-05
-4.02344	1.16671e-06	2.83946e-05
-4.01367	1.21346e-06	2.9608e-05
-4.00391	1.26197e-06	3.087e-05
-3.99414	1.31228e-06	3.21823e-05
-3.98438	1.36448e-06	3.35468e-05
-3.97461	1.41862e-06	3.49654e-05
-3.96484	1.47476e-06	3.64402e-05
-3.95508	1.53298e-06	3.79731e-05
-3.94531	1.59335e-06	3.95665e-05
-3.93555	1.65593e-06	4.12224e-05
-3.92578	1.72081e-06	4.29432e-05
-3.91602	1.78807e-06	4.47313e-05
-3.90625	1.85777e-06	4.65891e-05
-3.89648	1.93e-06	4.85191e-05
-3.88672	2.00486e-06	5.05239e-05
-3.87695	2.08241e-06	5.26064e-05
-3.86719	2.16277e-06	5.47691e-05
-3.85742	2.246e-06	5.70151e-05
-3.84766	2.33222e-06	5.93473e-05
-3.83789	2.42152e-06	6.17689e-05
-3.82812	2.514e-06	6.42829e-05
-3.81836	2.60976e-06	6.68926e-05
