-1	0.606531
-0.984375	0.615826
-0.96875	0.625121
-0.953125	0.634416
-0.9375	0.643711
-0.921875	0.653006
-0.90625	0.662301
-0.890625	0.671596
-0.875	0.680891
-0.859375	0.690186
-0.84375	0.699481
-0.828125	0.708776
-0.8125	0.71807
-0.796875	0.727365
-0.78125	0.73666
-0.765625	0.745954
-0.75	0.75484
-0.734375	0.762885
-0.71875	0.770931
-0.703125	0.778977
-0.6875	0.787022
-0.671875	0.795068
-0.65625	0.803114
-0.640625	0.811159
-0.625	0.819205
-0.609375	0.82725
-0.59375	0.835296
-0.578125	0.843341
-0.5625	0.851386
-0.546875	0.859432
-0.53125	0.867477
-0.515625	0.875522
-0.5	0.882497
-0.484375	0.88802
-0.46875	0.893543
-0.453125	0.899065
-0.4375	0.904588
-0.421875	0.910111
-0.40625	0.915634
-0.390625	0.921156
-0.375	0.926679
-0.359375	0.932202
-0.34375	0.937724
-0.328125	0.943247
-0.3125	0.948769
-0.296875	0.954292
-0.28125	0.959814
-0.265625	0.965337
-0.25	0.969233
-0.234375	0.971276
-0.21875	0.97332
-0.203125	0.975363
-0.1875	0.977406
-0.171875	0.979449
-0.15625	0.981492
-0.140625	0.983535
-0.125	0.985578
-0.109375	0.987621
-0.09375	0.989664
-0.078125	0.991707
-0.0625	0.99375
-0.046875	0.995792
-0.03125	0.997835
-0.015625	0.999878
0	1
0.015625	0.998194
0.03125	0.996388
0.046875	0.994582
0.0625	0.992776
0.078125	0.99097
0.09375	0.989164
0.109375	0.987358
0.125	0.985552
0.140625	0.983746
0.15625	0.98194
0.171875	0.980133
0.1875	0.978327
0.203125	0.976521
0.21875	0.974714
0.234375	0.972908
0.25	0.969233
0.265625	0.963905
0.28125	0.958577
0.296875	0.953249
0.3125	0.947921
0.328125	0.942593
0.34375	0.937265
0.359375	0.931937
0.375	0.926608
0.390625	0.92128
0.40625	0.915952
0.421875	0.910623
0.4375	0.905295
0.453125	0.899967
0.46875	0.894638
0.484375	0.88931
0.5	0.882497
0.515625	0.874574
0.53125	0.86665
0.546875	0.858727
0.5625	0.850804
0.578125	0.84288
0.59375	0.834957
0.609375	0.827033
0.625	0.81911
0.640625	0.811186
0.65625	0.803263
0.671875	0.795339
0.6875	0.787415
0.703125	0.779492
0.71875	0.771568
0.734375	0.763644
0.75	0.75484
0.765625	0.745584
0.78125	0.736329
0.796875	0.727074
0.8125	0.717818
0.828125	0.708563
0.84375	0.699308
0.859375	0.690052
0.875	0.680797
0.890625	0.671541
0.90625	0.662285
0.921875	0.65303
0.9375	0.643774
0.953125	0.634518
0.96875	0.625263
0.984375	0.616007
