-0.0157603	-0.00310802	0.0635417	1e+08
-40634.6	12615.6	-33815.3	1
-16169.3	-22302.8	16386.6	1
32418	-52771.1	43719.5	1
-213998	89623.3	-510985	1
14447.3	-1431.81	-48318.9	1
-40100.6	-13075.7	-20936.3	1
17573.8	-5245.31	23718.1	1
18477.8	26070.8	-21860	1
28336.6	8175.72	30555.9	1
13057.3	-16653.3	9404.1	1
-3184.56	-83503.9	-27737.1	1
151954	-102475	-18093.8	1
524.229	-38610	16944.4	1
-54084.1	-5330.45	-53795.6	1
11648	-45710.7	25297.6	1
10504.2	-21908.5	-29832.7	1
19967.6	-20852.9	-1206.51	1
29368	21836.4	-11580.2	1
-19837.2	7681.3	22154.9	1
19509.5	1719.29	17758.6	1
9625.2	-17308.5	-14791.6	1
-52075.3	34626.3	-5900.42	1
58262.3	-121503	-5852.51	1
-15905.3	-2997.27	43690.5	1
3031.95	-20995.1	-20945.4	1
-41866.6	40872.2	-45197.6	1
-74926.6	78123.9	-100558	1
28391.4	5090.92	-32305.2	1
-38320	19749.4	31548.6	1
-45348.4	17250.7	-21519.4	1
-43402.2	-8428.26	-14956.9	1
-23108.8	3893.89	-27315	1
21068.9	-65297.2	-38215	1
-36981.1	1575.55	25571.3	1
-14030.6	-13091.8	10979.6	1
-61328.1	-22705.9	10951.7	1
-24627.7	45084.8	-58894.6	1
55655	15309.9	79170.2	1
60007.2	42972.1	-10839.4	1
6279.27	24845.8	-30592.5	1
27501.2	25913.9	315.734	1
-8405.38	-15642.5	-14037.3	1
-56874.5	36019	-77018	1
31073.8	48701.7	63346.8	1
-11187.6	33843.7	46029	1
-17583.2	28366.9	-22227.7	1
17895.3	-13056.3	22667.1	1
-19675	19559.9	-942.568	1
27288.1	21906.8	-25097.3	1
-16140.4	-10861.9	-32426.5	1
-12384.1	-23064.9	36099.5	1
23575	-1304.92	27234	1
33763.8	23185.6	3028.57	1
-50049.8	-11478.9	-40014.3	1
11589.1	8850.77	-12932.5	1
14157.9	-18672.6	17934.2	1
-12326.2	11042	-9174.95	1
9948.2	11533.9	-9841.25	1
-9932.84	33811.9	35636	1
8020.06	-30584	-23672.5	1
322287	-120049	-181678	1
6073.19	-23996.4	51269.4	1
-10128.2	-84585.8	64337.5	1
-22567.9	-3528.97	-17313	1
-17478.8	-9092.51	32768.3	1
-13230.7	-17792.6	-22712.2	1
-12561.6	-11140.1	-16134.1	1
-8839.22	-14624.1	-17532.8	1
-35566.1	584.27	71615.5	1
-12673.6	-14936.8	16244.9	1
-51237	86230.6	-44314.1	1
54013.5	-40006.1	36518.6	1
12796.2	20071.5	31824.8	1
-37472.5	77817	-42558.1	1
-852.752	-37614.1	17548.7	1
-5811.15	-27636.3	48741.3	1
3411.93	-11072.3	-53162	1
9503.02	31684.6	-67317.1	1
5101.29	38696.6	12078.5	1
-13218.1	-44727.9	35717	1
-354617	34454.9	36504.9	1
27858	-30292.1	45340.3	1
-12180.1	45905.5	8600.17	1
-85080.1	-75507.9	-59751.1	1
34796.9	71779.9	-24832.3	1
-46051.6	-83560.3	62155.3	1
-14660.9	18157.6	-25665.5	1
-52303.1	-43349.8	68715.1	1
-3342.03	42480.4	24673.3	1
-21163	-10437.7	22782.6	1
