1.64838	1.65756	1.68993	200
2.24343	2.54231	2.64536	1.59688
1.2664	1.65781	2.32585	1.53646
2.58191	2.64473	2.47772	1.25774
2.32878	2.70582	2.62051	1.83239
2.30434	2.50899	2.47576	1.21394
6.10986	6.7024	4.24487	1.60835
4.69963	5.05962	3.31927	0.217618
0.507821	5.27784	4.99504	1.67822
2.60288	2.44651	2.55152	1.04857
2.65266	2.39336	2.7182	1.54272
2.27124	2.36827	2.54526	1.78306
3.05419	2.1628	2.31571	1.83805
4.42642	-0.40438	-1.37796	0.172112
3.05318	2.76503	2.36784	0.697786
3.594	5.09087	3.23721	0.126192
7.13335	-0.129874	0.511439	1.70184
2.32924	2.5737	2.61775	1.5205
2.56859	2.48657	2.58343	0.0785607
6.89657	0.282913	1.82293	1.4419
2.3046	2.17031	2.60602	0.708097
2.24315	2.64473	2.74906	1.76015
1.8664	1.63954	2.31099	1.78674
2.42613	2.06758	2.53373	1.17728
2.05336	2.83323	2.8305	1.84794
2.51744	2.48389	2.61361	1.82194
1.80615	2.27374	2.66916	1.84026
2.25793	2.75454	2.70221	0.863907
2.67258	2.55647	2.60818	0.614916
0.546593	1.87691	1.67615	0.552469
2.37022	2.55218	2.71162	1.81361
4.34631	4.81972	4.7384	1.52095
1.71767	1.41248	-0.512899	0.766377
2.33107	2.48918	2.71149	0.464523
-0.387293	1.07275	2.91648	1.4643
3.44026	-1.26738	3.18451	1.49014
5.35742	-0.596709	4.60608	1.04313
2.35594	2.93606	3.46083	1.46531
2.38233	2.9173	2.96068	1.51947
4.48851	4.51989	4.9319	0.156464
4.29434	4.63084	4.64265	1.63935
2.52255	2.31456	2.70921	0.315614
0.47089	6.66005	-0.249519	0.250937
0.350985	5.04144	-0.140085	0.144658
2.3246	1.51627	-3.20428	0.360745
1.78283	2.15197	2.6536	1.63939
2.4671	2.51244	2.47285	0.905152
2.56539	2.18142	2.37886	1.51459
2.30922	2.14356	2.68357	1.75523
0.695973	-1.40982	2.25362	1.49561
-0.355171	0.886497	0.00111172	1.66208
1.8802	-0.469572	1.35846	1.96719
0.704621	4.9874	-0.114782	1.66002
2.86687	2.25878	2.35555	0.496088
2.53929	2.42959	2.40983	0.633734
6.61733	6.00739	3.21227	1.26614
2.43427	2.51478	2.46795	1.94293
2.48587	2.48359	2.42578	0.226561
2.62861	2.24476	2.50512	0.901835
1.99937	2.77518	2.81559	0.00646292
2.30763	2.52294	2.00324	0.467783
2.54856	2.44229	2.53764	0.609911
2.68894	2.44395	1.97814	0.0817286
2.3868	2.42407	2.65013	1.27528
3.05167	2.77705	2.21457	1.25432
0.676071	5.98032	-0.0256876	0.404426
2.5149	2.56971	2.64106	0.514531
-1.39332	0.364758	3.53112	1.75477
2.29588	2.69357	2.49888	0.723202
2.09885	2.60081	2.98767	0.577556
2.51279	2.55934	2.49499	0.379502
0.660491	3.51573	0.114843	0.662958
2.0794	2.55372	2.59463	1.83786
0.133126	1.82096	3.83782	1.37157
2.05929	2.38576	2.20924	1.83255
2.21116	3.0031	2.43566	1.09608
5.95834	1.38759	0.350075	1.74796
2.45432	2.50394	2.17137	0.547822
3.05426	2.06687	2.0239	1.69788
1.67389	1.85969	2.69823	1.36836
2.48289	2.76672	2.4861	0.984843
2.57251	2.16706	2.44221	0.443931
0.329686	1.14868	2.48028	0.720885
7.06952	0.613455	2.15578	1.24419
2.60778	2.18399	2.72752	0.669943
2.28054	2.42727	2.41322	0.517812
6.90566	4.37573	3.60091	1.29441
2.29236	2.36667	2.25658	0.182297
1.95704	2.70178	2.54472	0.530923
2.39781	2.60546	2.33771	0.314544
1.99551	2.27856	2.91833	0.415687
2.41224	2.50747	2.28503	0.788777
2.86418	2.31932	2.39729	1.27731
2.74403	3.71798	0.995513	0.272149
5.58606	3.34587	1.71188	1.54877
7.54178	3.06813	2.29766	1.44201
5.40665	-0.832586	2.14237	1.41582
3.08028	3.28525	2.09043	0.187839
3.82088	3.76511	3.21005	1.31424
-1.96321	3.77307	4.23236	0.106845
2.33943	2.52377	2.64438	0.88512
2.55152	2.45502	2.47365	1.0598
1.62216	2.0734	2.35385	1.77745
2.0042	1.77752	2.38913	1.05149
2.46174	2.2235	2.82712	1.65962
2.01022	3.56905	0.280916	0.339299
2.21765	2.16607	2.35204	0.581657
4.43201	3.49577	3.58824	1.62982
2.76475	3.26441	3.11634	1.55651
2.63001	2.17259	2.58743	0.442019
6.47715	1.64313	4.21334	1.34921
2.62834	2.36311	2.35499	0.802375
2.45869	2.51583	2.16049	0.771496
2.54522	2.72384	2.45105	0.0291587
2.85466	2.41369	2.8336	1.47482
2.41486	2.54038	2.67868	1.83918
2.43231	2.33725	2.59154	0.623901
2.29954	2.71603	2.66749	1.68782
2.37604	2.41359	2.48628	0.801418
2.56582	2.50956	2.52628	1.35562
4.71916	4.42106	4.47473	1.37144
2.42513	2.44432	2.42507	1.13566
4.63069	4.42185	4.93013	0.523141
2.20833	1.64637	2.29206	0.682709
0.37836	2.16337	1.32855	0.626459
3.56848	2.62281	2.67837	1.00692
-0.864401	-2.07745	1.90839	0.382223
3.99177	0.373932	3.12066	1.09479
2.54141	2.84754	2.63198	1.85315
2.00285	2.61782	2.47094	1.10514
0.959381	-1.1807	-1.38059	1.18899
-0.436643	2.63771	2.26058	0.649083
2.42366	2.57097	2.39708	1.51865
