-0.000542349	-0.000107014	0.00218633	1e+08
-1397.52	433.882	-1163	1
-555.942	-766.827	563.408	1
1115.08	-1815.17	1503.85	1
-7362.74	3083.55	-17580.9	1
496.854	-49.2417	-1661.74	1
-1379.04	-449.675	-720.001	1
604.212	-180.341	815.461	1
635.374	896.474	-751.681	1
974.429	281.144	1050.75	1
448.913	-572.544	323.316	1
-109.546	-2872.46	-954.119	1
5227.81	-3525.53	-622.49	1
18.0269	-1327.71	582.675	1
-1860.34	-183.355	-1850.44	1
400.6	-1572.07	870.035	1
361.196	-753.338	-1025.82	1
686.496	-716.945	-41.4805	1
1009.84	750.856	-398.197	1
-682.029	264.097	761.719	1
670.733	59.1095	610.541	1
330.911	-595.055	-508.536	1
-1791.12	1190.96	-202.942	1
2004.37	-4180.01	-201.338	1
-546.974	-103.074	1502.49	1
104.241	-721.83	-720.121	1
-1440.08	1405.89	-1554.67	1
-2577.69	2687.67	-3459.44	1
976.321	175.069	-1110.92	1
-1317.9	679.215	1085.03	1
-1559.61	593.28	-740.093	1
-1492.6	-289.846	-514.365	1
-794.586	133.89	-939.227	1
724.721	-2246.06	-1314.52	1
-1271.75	54.182	879.376	1
-482.384	-450.11	377.483	1
-2109.43	-780.971	376.684	1
-847.128	1550.81	-2025.82	1
1914.54	526.66	2723.45	1
2064.05	1478.11	-372.843	1
215.923	854.369	-1051.96	1
945.648	891.067	10.8566	1
-288.98	-537.801	-482.604	1
-1956.49	1239.07	-2649.42	1
1068.9	1675.26	2179.03	1
-384.784	1164.01	1583.11	1
-604.627	975.446	-764.338	1
615.275	-448.907	779.347	1
-676.432	672.474	-32.406	1
938.376	753.328	-863.051	1
-554.998	-373.487	-1114.99	1
-425.877	-793.175	1241.43	1
810.61	-44.8688	936.431	1
1161.04	797.281	104.145	1
-1721.46	-394.821	-1376.3	1
398.493	304.335	-444.683	1
486.768	-641.99	616.597	1
-423.855	379.701	-315.497	1
342.118	396.651	-338.438	1
-341.599	1162.83	1225.56	1
275.782	-1051.66	-814.017	1
