-1.85181	1.73707	7.62034	1000
-134.562	74.2905	-57.3551	1
145.815	1379.46	1077.03	1
110.972	-371.548	513.9	1
-44.3522	14.3458	-103.078	1
61.8111	-23.2218	-65.6562	1
-920.868	204.119	-337.188	1
137.556	-18.4777	135.22	1
183.626	-366.735	-201.074	1
-180.003	520.942	-727.577	1
49.7473	-112.498	104.979	1
11.7579	-102.996	-14.8311	1
434.941	-343.379	-146.65	1
-3.86992	-47.7834	38.7472	1
-413.832	-281.107	-212.563	1
-26.2291	-31.7344	-18.7641	1
2814.9	701.333	425.06	1
-237.75	86.6715	237.628	1
28.9408	43.4904	-117.017	1
-334.418	214.436	113.943	1
144.374	-110.775	245.211	1
62.6145	-426.715	-258.296	1
-46.1132	32.4415	20.7201	1
101.393	1736.31	-38.4687	1
-425.101	-101.585	433.993	1
89.5333	389.339	-76.9171	1
-300.205	767.722	-190.292	1
-1266.77	872.682	-2719.53	1
120.099	339.217	-562.642	1
-128.927	84.0599	195.132	1
1327.37	666.859	469.85	1
-357.815	26.2104	-166.908	1
-66.9343	-47.5884	-114.447	1
21.2066	-67.2968	-40.7561	1
-115.364	-4.02618	85.4327	1
-37.4256	-72.0288	75.0129	1
-517.209	-496.359	82.479	1
3.58014	-61.6608	198.795	1
168.851	66.2751	374.772	1
0.676672	-29.326	74.314	1
-29.4971	120.301	-127.81	1
135.582	129.538	11.9497	1
-224.451	109.557	0.565522	1
-167.759	126.92	-207.25	1
-61.1928	-106.684	-205.244	1
-62.5125	210.816	193.048	1
16.297	-17.8458	-69.7922	1
1018.81	-172.755	-98.2157	1
-277.928	156.807	-526.574	1
198.136	114.837	-353.27	1
-97.7447	-24.9029	-237.673	1
-436.764	-622.202	-23.8615	1
59.3118	-92.689	39.1486	1
118.446	479.402	279.653	1
-177.757	-24.9831	-137.24	1
48.0411	92.9979	-24.1804	1
112.13	-115.183	81.3195	1
-347.422	56.2086	-491.812	1
204.045	-93.3538	-295.414	1
1770.54	-658.958	1554.5	1
56.4647	-122.606	-303.024	1
760.983	-580.036	-752.265	1
-355.841	-238.554	406.905	1
1.24302	104.367	-69.944	1
-79.2453	-39.7856	-151.653	1
-202.441	-202.648	148.739	1
240.697	83.0638	-96.2158	1
-114.166	-92.2992	-69.946	1
-48.8765	13.1196	52.9044	1
1414.16	1030.45	1560.87	1
-82.9602	-106.211	45.1671	1
-131.751	210.676	-215.293	1
70.6419	-59.675	67.1464	1
66.1804	28.2341	-66.0505	1
-85.6669	138.859	-110.995	1
187.801	-483.4	548.786	1
538.473	1170.39	-166.226	1
13.3873	-57.2737	-112.137	1
12.4998	38.0911	-65.781	1
11.3461	160.821	85.7854	1
-99.2531	652.516	474.561	1
-24.3895	1.29001	3.07072	1
-183.137	213.028	-137.252	1
-43.578	114.646	59.8377	1
-152.392	-180.577	-87.0668	1
154.632	206.484	-60.778	1
765.113	-179.146	261.434	1
-368.55	1616.36	1036.96	1
1372.61	1267.92	1701.11	1
-69.9876	-13.6992	166.737	1
126.627	-91.748	-111.078	1
-696.987	-625.526	-605.063	1
61.1411	121.856	-163.184	1
-91.5779	106.378	101.731	1
-6.88852	-191.432	159.78	1
609.12	-189.864	336.96	1
205.927	387.168	-499.879	1
-1085.59	-509.058	683.833	1
